feature,category,0
0,0,-1.5758316380974812e-18
0,1,0.0035082878057375263
0,2,-2.316039272123502e-18
0,3,-2.2956580657848316e-18
0,4,0.008525814961102782
0,5,6.643356965856792e-19
0,6,0.0010431625712829014
0,7,-0.00612826640040498
0,8,-0.0009944712042176274
0,9,-0.0002617779229057712
0,10,0.0038964995098121377
0,11,-0.0017202802496641546
0,12,-0.0038201096140822142
0,13,-0.004048859456660598
0,14,7.328360545237186e-19
1,0,0.004587621386575857
1,1,-0.014112525872420494
1,2,0.004990576257736274
1,3,0.004534328228108363
2,0,1.3303678927484697e-19
2,1,0.0012857670914151777
2,2,2.1509879961043085e-20
2,3,-0.0005166386141991824
2,4,0.00852581496110279
2,5,6.549450983192655e-20
2,6,0.0010431625712828988
2,7,-0.00590024451485149
2,8,-0.002370666572777477
2,9,-1.2066642372600167e-19
2,10,0.002033088078665761
2,11,-0.0008153152244966889
2,12,-0.0032849677761417886
2,13,1.0172168160093267e-34
3,0,0.006508455737541339
3,1,-0.0070939477822732485
3,2,0.0013727666705237711
3,3,-0.0005868942232342513
3,4,-0.0010333418171929681
3,5,0.0
3,6,-0.00494688475508409
3,7,0.009529778747207186
3,8,0.0010431625712828993
3,9,0.0012809558825214876
3,10,-0.004480381452591608
3,11,4.727104430603496e-05
3,12,-0.0009540535083381121
3,13,-0.0006868871146684355
4,0,0.0021022884280015443
4,1,0.0
4,2,-0.0021022884280015412
4,3,0.0
4,4,0.0
